i,eV,x_0,y_0,z_0,v_x,v_y,v_z,hit_p
181,4.201548e+01,-2.613075,-7.553984,0.330414,1.828838e+04,5.286879e+04,-2.312498e+03,1.006086e+00
182,4.212613e+01,-1.502766,-5.922363,5.164040,1.053139e+04,4.150396e+04,-3.618962e+04,1.006086e+00
183,4.217459e+01,-1.497277,7.821302,-0.765115,1.049896e+04,-5.484325e+04,5.365016e+03,1.006086e+00
184,4.225426e+01,0.698623,7.595753,-2.411734,-4.903394e+03,-5.331197e+04,1.692713e+04,1.006086e+00
185,4.233400e+01,3.737721,-2.047118,-6.770432,-2.625852e+04,1.438157e+04,4.756415e+04,1.006086e+00
186,4.249582e+01,0.307098,2.464520,-7.604724,-2.161571e+03,-1.734699e+04,5.352729e+04,1.006086e+00
187,4.262451e+01,-0.927665,-1.302713,-7.838519,6.539427e+03,9.183266e+03,5.525638e+04,1.006086e+00
188,4.273596e+01,0.752094,-0.923614,-7.910834,-5.308693e+03,6.519378e+03,5.583901e+04,1.006086e+00
189,4.278477e+01,4.608779,4.491541,-4.752390,-3.254986e+04,-3.172186e+04,3.356413e+04,1.006086e+00
190,4.321827e+01,1.924504,1.546566,7.609495,-1.366065e+04,-1.097794e+04,-5.401423e+04,1.006086e+00
191,4.326735e+01,-3.090432,4.573565,-5.790659,2.194917e+04,-3.248282e+04,4.112698e+04,1.006086e+00
192,4.329892e+01,-3.785099,6.808027,-1.823126,2.689270e+04,-4.837027e+04,1.295311e+04,1.006086e+00
193,4.338177e+01,0.189435,0.615520,-7.974036,-1.347201e+03,-4.377379e+03,5.670881e+04,1.006086e+00
194,4.351179e+01,-4.595798,0.235815,-6.543931,3.273279e+04,-1.679555e+03,4.660805e+04,1.006086e+00
195,4.354345e+01,1.945146,3.047247,7.136574,-1.385901e+04,-2.171140e+04,-5.084753e+04,1.006086e+00
196,4.362440e+01,-5.687188,5.299866,1.888731,4.055842e+04,-3.779621e+04,-1.346956e+04,1.006086e+00
197,4.378652e+01,-0.873270,-1.222746,7.857626,6.239322e+03,8.736255e+03,-5.614102e+04,1.006086e+00
198,4.396663e+01,1.955079,-1.464903,-7.617856,-1.399731e+04,1.048792e+04,5.453973e+04,1.006086e+00
199,4.399845e+01,0.376154,0.692406,7.961098,-2.694037e+03,-4.959043e+03,-5.701778e+04,1.006086e+00
200,4.412939e+01,-6.059473,-0.851309,5.153452,4.346278e+04,6.106186e+03,-3.696416e+04,1.006086e+00
201,4.421088e+01,-3.809684,-2.313621,-6.643303,2.735093e+04,1.661022e+04,4.769439e+04,1.006086e+00
202,4.424279e+01,7.203019,-2.858607,-1.986172,-5.173143e+04,2.053026e+04,1.426451e+04,1.006086e+00
203,4.440821e+01,3.286179,-3.055602,6.623015,-2.364512e+04,2.198604e+04,-4.765473e+04,1.006086e+00
204,4.445797e+01,-0.352280,-1.780937,7.791288,2.536186e+03,1.282160e+04,-5.609223e+04,1.006086e+00
205,4.448996e+01,1.615382,-1.535002,7.683379,-1.163389e+04,1.105500e+04,-5.533526e+04,1.006086e+00
206,4.470358e+01,-5.913534,3.407758,-4.173404,4.269106e+04,-2.460133e+04,3.012869e+04,1.006086e+00
207,4.473566e+01,2.046017,-4.891914,-5.990241,-1.477593e+04,3.532844e+04,4.326034e+04,1.006086e+00
208,4.494987e+01,6.362149,-4.838131,0.339926,-4.605606e+04,3.502358e+04,-2.460749e+03,1.006086e+00
209,4.498204e+01,-4.775571,4.628750,-4.446190,3.458307e+04,-3.351984e+04,3.219780e+04,1.006086e+00
210,4.511444e+01,7.068539,3.704118,0.561486,-5.126325e+04,-2.686342e+04,-4.072075e+03,1.006086e+00
211,4.514667e+01,0.045545,0.603886,-7.977045,-3.304220e+02,-4.381137e+03,5.787268e+04,1.006086e+00
212,4.527931e+01,-3.043305,-6.595860,3.351557,2.211129e+04,4.792255e+04,-2.435091e+04,1.006086e+00
213,4.532955e+01,0.502892,-1.760744,7.787611,-3.655814e+03,1.279987e+04,-5.661266e+04,1.006086e+00
214,4.552936e+01,-7.958959,0.809253,0.008612,5.798568e+04,-5.895880e+03,-6.274503e+01,1.006086e+00
215,4.586091e+01,3.235410,-1.452446,7.170950,-2.365752e+04,1.062038e+04,-5.243445e+04,1.006086e+00
216,4.654801e+01,6.713295,3.708374,2.275879,-4.945441e+04,-2.731825e+04,-1.676557e+04,1.006086e+00
217,4.674828e+01,4.538790,-1.069774,6.500382,-3.350746e+04,7.897570e+03,-4.798886e+04,1.006086e+00
218,4.683215e+01,2.573490,7.336695,-1.884157,-1.901574e+04,-5.421148e+04,1.392220e+04,1.006086e+00
219,4.696724e+01,-6.288199,-3.754896,3.218589,4.653101e+04,2.778524e+04,-2.381671e+04,1.006086e+00
220,4.713546e+01,-2.914532,-2.121245,7.141836,2.160535e+04,1.572474e+04,-5.294225e+04,1.006086e+00
221,4.725265e+01,7.626264,-0.220451,2.406555,-5.660354e+04,1.636231e+03,-1.786189e+04,1.006086e+00
222,4.738835e+01,3.124006,-6.690369,3.078888,-2.322022e+04,4.972841e+04,-2.288486e+04,1.006086e+00
223,4.764415e+01,-7.109834,0.908231,-3.553221,5.298866e+04,-6.768924e+03,2.648169e+04,1.006086e+00
224,4.806827e+01,2.187449,-6.873847,3.459088,-1.637517e+04,5.145740e+04,-2.589462e+04,1.006086e+00
225,4.849653e+01,-1.777196,3.035171,7.185354,1.336317e+04,-2.282218e+04,-5.402841e+04,1.006086e+00
226,4.880517e+01,-3.334252,-5.791020,4.398506,2.515069e+04,4.368242e+04,-3.317850e+04,1.006086e+00
227,4.883869e+01,-1.576694,-1.179938,-7.753824,1.189729e+04,8.903480e+03,5.850819e+04,1.006086e+00
228,4.909611e+01,-5.870558,-0.611979,5.400188,4.441417e+04,4.629977e+03,-4.085555e+04,1.006086e+00
229,4.918206e+01,3.660068,-6.310564,-3.283395,-2.771477e+04,4.778485e+04,2.486252e+04,1.006086e+00
230,4.928681e+01,-3.632833,0.980451,7.059833,2.753781e+04,-7.432072e+03,-5.351536e+04,1.006086e+00
